ano;municipio_ibge;municipio;uf;produto_codigo_sidra;produto;area_plantada_ha;marcador_area_plantada_ibge;area_colhida_ha;marcador_area_colhida_ibge;quantidade_produzida;unidade_quantidade;marcador_quantidade_ibge;rendimento_medio;unidade_rendimento;marcador_rendimento_ibge;valor_producao_mil_reais;marcador_valor_ibge;data_extracao;fonte_url
2015;5002704;Campo Grande;MS;40092;Abacaxi*;15;;15;;330;Toneladas;;22000;Quilogramas por Hectare;;386;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40136;Banana (cacho);30;;30;;480;Toneladas;;16000;Quilogramas por Hectare;;255;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40106;Cana-de-açúcar;3964;;3964;;211495;Toneladas;;53354;Quilogramas por Hectare;;13747;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40145;Coco-da-baía*;3;;3;;27;Toneladas;;9000;Quilogramas por Hectare;;32;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40112;Feijão (em grão);630;;630;;1210;Toneladas;;1921;Quilogramas por Hectare;;1609;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40151;Laranja;20;;20;;240;Toneladas;;12000;Quilogramas por Hectare;;124;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40152;Limão;7;;7;;70;Toneladas;;10000;Quilogramas por Hectare;;55;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40261;Mamão;28;;28;;448;Toneladas;;16000;Quilogramas por Hectare;;352;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40119;Mandioca;190;;190;;2850;Toneladas;;15000;Quilogramas por Hectare;;1625;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40120;Melancia;3;;3;;45;Toneladas;;15000;Quilogramas por Hectare;;34;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40122;Milho (em grão);25000;;25000;;120000;Toneladas;;4800;Quilogramas por Hectare;;36000;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40124;Soja (em grão);33360;;33360;;99864;Toneladas;;2994;Quilogramas por Hectare;;86577;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40125;Sorgo (em grão);450;;450;;1350;Toneladas;;3000;Quilogramas por Hectare;;351;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40271;Tangerina;5;;5;;50;Toneladas;;10000;Quilogramas por Hectare;;26;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40126;Tomate;9;;9;;360;Toneladas;;40000;Quilogramas por Hectare;;1080;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40127;Trigo (em grão);570;;570;;1026;Toneladas;;1800;Quilogramas por Hectare;;662;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2015;5002704;Campo Grande;MS;40274;Uva;3;;3;;40;Toneladas;;13333;Quilogramas por Hectare;;300;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40092;Abacaxi*;15;;15;;330;Toneladas;;22000;Quilogramas por Hectare;;562;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40099;Algodão herbáceo (em caroço);240;;240;;480;Toneladas;;2000;Quilogramas por Hectare;;773;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40136;Banana (cacho);30;;30;;480;Toneladas;;16000;Quilogramas por Hectare;;532;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40104;Batata-doce;10;;10;;150;Toneladas;;15000;Quilogramas por Hectare;;150;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40106;Cana-de-açúcar;3617;;3617;;207380;Toneladas;;57335;Quilogramas por Hectare;;15139;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40145;Coco-da-baía*;3;;3;;27;Toneladas;;9000;Quilogramas por Hectare;;34;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40112;Feijão (em grão);130;;43;;18;Toneladas;;419;Quilogramas por Hectare;;104;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40114;Girassol (em grão);397;;397;;476;Toneladas;;1199;Quilogramas por Hectare;;619;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40151;Laranja;20;;20;;240;Toneladas;;12000;Quilogramas por Hectare;;214;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40152;Limão;10;;10;;150;Toneladas;;15000;Quilogramas por Hectare;;120;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40261;Mamão;50;;50;;1400;Toneladas;;28000;Quilogramas por Hectare;;2609;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40119;Mandioca;200;;200;;3000;Toneladas;;15000;Quilogramas por Hectare;;2573;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40120;Melancia;10;;10;;200;Toneladas;;20000;Quilogramas por Hectare;;160;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40122;Milho (em grão);30000;;30000;;99000;Toneladas;;3300;Quilogramas por Hectare;;57717;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40124;Soja (em grão);40640;;40640;;132960;Toneladas;;3272;Quilogramas por Hectare;;146160;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40271;Tangerina;5;;5;;50;Toneladas;;10000;Quilogramas por Hectare;;42;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40126;Tomate;9;;9;;360;Toneladas;;40000;Quilogramas por Hectare;;648;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40127;Trigo (em grão);290;;290;;580;Toneladas;;2000;Quilogramas por Hectare;;414;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2016;5002704;Campo Grande;MS;40274;Uva;3;;3;;25;Toneladas;;8333;Quilogramas por Hectare;;200;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40092;Abacaxi*;26;;26;;728;Toneladas;;28000;Quilogramas por Hectare;;932;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40099;Algodão herbáceo (em caroço);190;;190;;758;Toneladas;;3989;Quilogramas por Hectare;;1289;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40103;Aveia (em grão);40;;40;;53;Toneladas;;1325;Quilogramas por Hectare;;21;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40136;Banana (cacho);30;;30;;480;Toneladas;;16000;Quilogramas por Hectare;;619;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40106;Cana-de-açúcar;1236;;1236;;53188;Toneladas;;43032;Quilogramas por Hectare;;3723;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40112;Feijão (em grão);640;;590;;666;Toneladas;;1129;Quilogramas por Hectare;;1339;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40151;Laranja;20;;20;;240;Toneladas;;12000;Quilogramas por Hectare;;185;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40152;Limão;9;;9;;90;Toneladas;;10000;Quilogramas por Hectare;;90;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40261;Mamão;20;;20;;320;Toneladas;;16000;Quilogramas por Hectare;;334;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40119;Mandioca;250;;250;;3000;Toneladas;;12000;Quilogramas por Hectare;;3540;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40263;Maracujá;5;;5;;40;Toneladas;;8000;Quilogramas por Hectare;;100;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40120;Melancia;42;;42;;840;Toneladas;;20000;Quilogramas por Hectare;;618;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40122;Milho (em grão);30300;;30300;;154260;Toneladas;;5091;Quilogramas por Hectare;;41480;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40124;Soja (em grão);50436;;50436;;174706;Toneladas;;3464;Quilogramas por Hectare;;152903;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40125;Sorgo (em grão);920;;920;;2153;Toneladas;;2340;Quilogramas por Hectare;;538;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40271;Tangerina;8;;8;;80;Toneladas;;10000;Quilogramas por Hectare;;79;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40126;Tomate;9;;9;;360;Toneladas;;40000;Quilogramas por Hectare;;720;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40127;Trigo (em grão);250;;250;;540;Toneladas;;2160;Quilogramas por Hectare;;324;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2017;5002704;Campo Grande;MS;40274;Uva;3;;3;;21;Toneladas;;7000;Quilogramas por Hectare;;168;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40092;Abacaxi*;20;;20;;500;Toneladas;;25000;Quilogramas por Hectare;;730;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40103;Aveia (em grão);300;;300;;270;Toneladas;;900;Quilogramas por Hectare;;162;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40136;Banana (cacho);30;;30;;600;Toneladas;;20000;Quilogramas por Hectare;;658;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40104;Batata-doce;20;;20;;300;Toneladas;;15000;Quilogramas por Hectare;;300;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40137;Borracha (látex coagulado);15;;15;;25;Toneladas;;1667;Quilogramas por Hectare;;56;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40106;Cana-de-açúcar;720;;720;;27950;Toneladas;;38819;Quilogramas por Hectare;;1957;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40145;Coco-da-baía*;4;;4;;40;Toneladas;;10000;Quilogramas por Hectare;;41;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40112;Feijão (em grão);170;;170;;133;Toneladas;;782;Quilogramas por Hectare;;173;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40114;Girassol (em grão);150;;150;;75;Toneladas;;500;Quilogramas por Hectare;;75;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40151;Laranja;10;;10;;150;Toneladas;;15000;Quilogramas por Hectare;;120;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40152;Limão;18;;18;;180;Toneladas;;10000;Quilogramas por Hectare;;184;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40261;Mamão;24;;24;;1680;Toneladas;;70000;Quilogramas por Hectare;;2184;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40119;Mandioca;250;;250;;2500;Toneladas;;10000;Quilogramas por Hectare;;2125;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40263;Maracujá;5;;5;;40;Toneladas;;8000;Quilogramas por Hectare;;94;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40120;Melancia;30;;30;;450;Toneladas;;15000;Quilogramas por Hectare;;360;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40122;Milho (em grão);30100;;30100;;90600;Toneladas;;3010;Quilogramas por Hectare;;41676;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40124;Soja (em grão);63000;;63000;;226800;Toneladas;;3600;Quilogramas por Hectare;;254016;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40125;Sorgo (em grão);120;;120;;252;Toneladas;;2100;Quilogramas por Hectare;;79;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40271;Tangerina;15;;15;;150;Toneladas;;10000;Quilogramas por Hectare;;192;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40126;Tomate;9;;9;;400;Toneladas;;44444;Quilogramas por Hectare;;592;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2018;5002704;Campo Grande;MS;40274;Uva;3;;3;;21;Toneladas;;7000;Quilogramas por Hectare;;164;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40092;Abacaxi*;20;;20;;500;Toneladas;;25000;Quilogramas por Hectare;;700;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40099;Algodão herbáceo (em caroço);400;;400;;1400;Toneladas;;3500;Quilogramas por Hectare;;3080;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40103;Aveia (em grão);300;;300;;360;Toneladas;;1200;Quilogramas por Hectare;;216;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40136;Banana (cacho);30;;30;;480;Toneladas;;16000;Quilogramas por Hectare;;576;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40104;Batata-doce;6;;6;;25;Toneladas;;4167;Quilogramas por Hectare;;30;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40137;Borracha (látex coagulado);28;;28;;63;Toneladas;;2250;Quilogramas por Hectare;;140;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40106;Cana-de-açúcar;3500;;3500;;235200;Toneladas;;67200;Quilogramas por Hectare;;20128;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40145;Coco-da-baía*;2;;2;;20;Toneladas;;10000;Quilogramas por Hectare;;20;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40112;Feijão (em grão);100;;100;;25;Toneladas;;250;Quilogramas por Hectare;;55;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40151;Laranja;14;;14;;42;Toneladas;;3000;Quilogramas por Hectare;;42;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40152;Limão;12;;12;;192;Toneladas;;16000;Quilogramas por Hectare;;154;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40261;Mamão;10;;10;;800;Toneladas;;80000;Quilogramas por Hectare;;1192;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40119;Mandioca;180;;180;;2880;Toneladas;;16000;Quilogramas por Hectare;;2016;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40263;Maracujá;5;;5;;30;Toneladas;;6000;Quilogramas por Hectare;;93;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40120;Melancia;20;;20;;300;Toneladas;;15000;Quilogramas por Hectare;;330;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40122;Milho (em grão);43400;;43400;;209000;Toneladas;;4816;Quilogramas por Hectare;;97603;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40266;Palmito;1;;1;;1;Toneladas;;1000;Quilogramas por Hectare;;3;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40124;Soja (em grão);73000;;73000;;219000;Toneladas;;3000;Quilogramas por Hectare;;232140;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40271;Tangerina;4;;4;;48;Toneladas;;12000;Quilogramas por Hectare;;72;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40126;Tomate;1;;1;;50;Toneladas;;50000;Quilogramas por Hectare;;50;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2019;5002704;Campo Grande;MS;40274;Uva;3;;3;;40;Toneladas;;13333;Quilogramas por Hectare;;225;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40092;Abacaxi*;30;;30;;765;Toneladas;;25500;Quilogramas por Hectare;;1576;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40099;Algodão herbáceo (em caroço);510;;510;;1785;Toneladas;;3500;Quilogramas por Hectare;;4016;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40103;Aveia (em grão);300;;300;;360;Toneladas;;1200;Quilogramas por Hectare;;270;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40136;Banana (cacho);37;;37;;555;Toneladas;;15000;Quilogramas por Hectare;;860;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40104;Batata-doce;6;;6;;108;Toneladas;;18000;Quilogramas por Hectare;;158;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40137;Borracha (látex coagulado);30;;30;;74;Toneladas;;2467;Quilogramas por Hectare;;181;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40106;Cana-de-açúcar;3500;;3500;;227500;Toneladas;;65000;Quilogramas por Hectare;;23535;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40145;Coco-da-baía*;3;;3;;30;Toneladas;;10000;Quilogramas por Hectare;;41;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
2020;5002704;Campo Grande;MS;40112;Feijão (em grão);100;;100;;180;Toneladas;;1800;Quilogramas por Hectare;;630;;2026-09-18;https://apisidra.ibge.gov.br/values/t/5457/n6/5002704/v/all/p/2015-2025/c782/all?formato=json
