tema,indicador,periodo,categoria,codigo_categoria,valor,unidade,territorio,codigo_territorio,nivel_geografico,situacao_periodo,fonte,fonte_url,data_extracao,observacao
agricultura,area_plantada_ou_destinada_colheita,2024,Maracujá,40263,7,ha,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/8331?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Ausência de valor da produção para um produto não deve ser interpretada como zero.
agricultura,area_plantada_ou_destinada_colheita,2024,Milho (em grão),40122,39539,ha,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/8331?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Ausência de valor da produção para um produto não deve ser interpretada como zero.
agricultura,area_plantada_ou_destinada_colheita,2024,Soja (em grão),40124,127634,ha,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/8331?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Ausência de valor da produção para um produto não deve ser interpretada como zero.
agricultura,area_plantada_ou_destinada_colheita,2024,Tangerina,40271,22,ha,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/8331?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Ausência de valor da produção para um produto não deve ser interpretada como zero.
agricultura,area_plantada_ou_destinada_colheita,2024,Tomate,40126,2,ha,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/8331?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Ausência de valor da produção para um produto não deve ser interpretada como zero.
agricultura,area_plantada_ou_destinada_colheita,2024,Uva,40274,3,ha,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/8331?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Ausência de valor da produção para um produto não deve ser interpretada como zero.
agricultura,valor_producao,2024,Abacate,40129,25000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Abacaxi*,40092,4940000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Algodão herbáceo (em caroço),40099,31748000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Banana (cacho),40136,1666000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Batata-doce,40104,66000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Borracha (látex coagulado),40137,298000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Cana-de-açúcar,40106,22478000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Coco-da-baía*,40145,31000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Feijão (em grão),40112,750000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Girassol (em grão),40114,44000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Goiaba,40149,80000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Limão,40152,684000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Mamão,40261,560000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Mandioca,40119,11607000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Manga,40262,21000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Maracujá,40263,640000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Milho (em grão),40122,134123000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Soja (em grão),40124,802801000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Tangerina,40271,382000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Tomate,40126,180000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
agricultura,valor_producao,2024,Uva,40274,840000,BRL,Campo Grande (MS),5002704,municipio,ano_completo,IBGE PAM tabela 5457,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/2024/variaveis/215?localidades=N6%5B5002704%5D&classificacao=782%5Ball%5D,2026-09-17,Valor original em mil reais; convertido para reais.
abate,animais_abatidos,2024-01,Bovinos,1092,314468,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-04,Bovinos,1092,334068,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-07,Bovinos,1092,366301,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-10,Bovinos,1092,294197,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-01,Bovinos,1092,328111,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-04,Bovinos,1092,320905,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-07,Bovinos,1092,360925,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-10,Bovinos,1092,343079,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2026-01,Bovinos,1092,310406,cabecas,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2026-04,Bovinos,1092,309036,cabecas,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-02,Bovinos,1092,309098,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-05,Bovinos,1092,330485,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-08,Bovinos,1092,327034,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-11,Bovinos,1092,275197,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-02,Bovinos,1092,320360,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-05,Bovinos,1092,335818,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-08,Bovinos,1092,332917,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-11,Bovinos,1092,283790,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2026-02,Bovinos,1092,298154,cabecas,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2026-05,Bovinos,1092,320822,cabecas,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-03,Bovinos,1092,300227,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-06,Bovinos,1092,322817,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-09,Bovinos,1092,302343,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-12,Bovinos,1092,279182,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-03,Bovinos,1092,324730,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-06,Bovinos,1092,328262,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-09,Bovinos,1092,339030,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-12,Bovinos,1092,312776,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2026-03,Bovinos,1092,338015,cabecas,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2026-06,Bovinos,1092,324432,cabecas,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-01,Bovinos,1092,85384360,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-04,Bovinos,1092,90074932,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-07,Bovinos,1092,99026537,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-10,Bovinos,1092,80791795,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-01,Bovinos,1092,87189477,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-04,Bovinos,1092,83022861,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-07,Bovinos,1092,96958875,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-10,Bovinos,1092,95041188,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2026-01,Bovinos,1092,84261005,kg,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2026-04,Bovinos,1092,82920445,kg,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-02,Bovinos,1092,83602990,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-05,Bovinos,1092,89189978,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-08,Bovinos,1092,89000197,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-11,Bovinos,1092,73598097,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-02,Bovinos,1092,84691156,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-05,Bovinos,1092,88693733,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-08,Bovinos,1092,90608335,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-11,Bovinos,1092,79059006,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2026-02,Bovinos,1092,79629369,kg,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2026-05,Bovinos,1092,86436585,kg,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-03,Bovinos,1092,81166694,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-06,Bovinos,1092,87023744,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-09,Bovinos,1092,83218944,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2024-12,Bovinos,1092,74095011,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-03,Bovinos,1092,85153225,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-06,Bovinos,1092,86429136,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-09,Bovinos,1092,93321887,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2025-12,Bovinos,1092,85128511,kg,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2026-03,Bovinos,1092,90881500,kg,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,peso_carcacas,2026-06,Bovinos,1092,87465753,kg,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1092,https://sidra.ibge.gov.br/tabela/1092,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-01,Suínos,1093,213038,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-04,Suínos,1093,224842,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-07,Suínos,1093,256198,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2024-10,Suínos,1093,243346,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-01,Suínos,1093,140628,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-04,Suínos,1093,245608,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-07,Suínos,1093,300277,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2025-10,Suínos,1093,317201,cabecas,Mato Grosso do Sul,50,estado,ano_completo,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
abate,animais_abatidos,2026-01,Suínos,1093,335924,cabecas,Mato Grosso do Sul,50,estado,parcial_ate_junho,IBGE Pesquisa Trimestral do Abate tabela 1093,https://sidra.ibge.gov.br/tabela/1093,2026-09-17,Local de abate na UF; não representa apenas Campo Grande.
